N,Q,A,TRI,OD
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.37,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.36,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,4330.48,421.00,2.00
22.34,230.00,2746.76,80.00,2.00
22.45,230.00,3253.91,80.00,2.00
22.87,230.00,3464.42,80.00,2.00
23.69,230.00,3530.53,80.00,2.00
24.67,230.00,3552.82,80.00,2.00
25.46,230.00,3564.76,80.00,2.00
26.00,230.00,3573.20,80.00,2.00
26.38,230.00,3579.67,80.00,2.00
26.66,230.00,3584.94,80.00,2.00
26.88,230.00,3588.64,80.00,2.00
27.07,230.00,3591.75,80.00,2.00
27.23,230.00,3594.12,80.00,2.00
27.35,230.00,3596.28,80.00,2.00
27.45,230.00,3597.92,80.00,2.00
27.53,230.00,3599.35,80.00,2.00
27.59,230.00,3600.43,80.00,2.00
27.65,230.00,3601.51,80.00,2.00
27.69,230.00,3602.40,80.00,2.00
27.73,230.00,3603.26,80.00,2.00
27.76,230.00,3603.85,80.00,2.00
27.78,230.00,3604.51,80.00,2.00
27.80,230.00,3605.22,80.00,2.00
27.82,230.00,3605.76,80.00,2.00
27.83,230.00,3606.19,80.00,2.00
27.85,230.00,3606.65,80.00,2.00
27.86,230.00,3607.09,80.00,2.00
27.87,230.00,3607.54,80.00,2.00
27.87,230.00,3608.01,80.00,2.00
27.88,230.00,3608.45,80.00,2.00
27.89,230.00,3608.82,80.00,2.00
27.89,230.00,3609.11,80.00,2.00
27.90,230.00,3609.38,80.00,2.00
27.90,230.00,3609.75,80.00,2.00
27.91,230.00,3610.19,80.00,2.00
27.91,230.00,3610.53,80.00,2.00
27.92,230.00,3610.83,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.96,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
27.98,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.00,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.02,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.04,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.05,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.06,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.07,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.08,230.00,3613.90,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.09,230.00,3619.95,80.00,2.00
28.10,230.00,4198.05,80.00,2.60
28.13,230.00,4194.36,80.00,2.60
28.18,230.00,4192.24,80.00,2.60
28.21,230.00,4190.55,80.00,2.60
28.22,230.00,4189.33,80.00,2.60
28.22,230.00,4188.56,80.00,2.60
28.23,230.00,4188.10,80.00,2.60
28.23,230.00,4187.91,80.00,2.60
28.23,230.00,4187.76,80.00,2.60
28.24,230.00,4187.62,80.00,2.60
28.24,230.00,4187.50,80.00,2.60
28.24,230.00,4187.77,80.00,2.60
28.24,230.00,4187.60,80.00,2.60
28.25,230.00,4187.59,80.00,2.60
28.25,230.00,4187.57,80.00,2.60
28.25,230.00,4187.57,80.00,2.60
28.25,230.00,4187.57,80.00,2.60
28.25,230.00,4187.55,80.00,2.60
28.25,230.00,4187.53,80.00,2.60
28.25,230.00,4187.49,80.00,2.60
28.26,230.00,4187.60,80.00,2.60
28.26,230.00,4187.52,80.00,2.60
28.26,230.00,4187.41,80.00,2.60
28.26,230.00,4187.41,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.27,230.00,4186.22,80.00,2.60
28.26,230.00,6352.84,421.00,2.60
27.94,230.00,5407.86,421.00,2.60
27.03,230.00,5245.99,421.00,2.60
26.17,230.00,5215.46,421.00,2.60
25.58,230.00,5201.40,421.00,2.60
25.13,230.00,5188.64,421.00,2.60
24.77,230.00,5178.52,421.00,2.60
24.46,230.00,5170.59,421.00,2.60
24.19,230.00,5164.26,421.00,2.60
23.96,230.00,5159.24,421.00,2.60
23.77,230.00,5148.15,421.00,2.60
23.62,230.00,5151.80,421.00,2.60
23.49,230.00,5148.51,421.00,2.60
23.38,230.00,5146.74,421.00,2.60
23.29,230.00,5144.03,421.00,2.60
23.21,230.00,5142.71,421.00,2.60
23.15,230.00,5139.96,421.00,2.60
23.09,230.00,5138.33,421.00,2.60
23.05,230.00,5137.10,421.00,2.60
23.01,230.00,5135.66,421.00,2.60
22.98,230.00,5134.35,421.00,2.60
22.95,230.00,5133.25,421.00,2.60
22.93,230.00,5132.19,421.00,2.60
22.91,230.00,5131.22,421.00,2.60
22.90,230.00,5130.06,421.00,2.60
22.88,230.00,5129.11,421.00,2.60
22.87,230.00,5127.88,421.00,2.60
22.86,230.00,5127.66,421.00,2.60
22.86,230.00,5125.84,421.00,2.60
22.85,230.00,5125.80,421.00,2.60
22.84,230.00,5124.75,421.00,2.60
22.84,230.00,5124.37,421.00,2.60
22.84,230.00,5123.46,421.00,2.60
22.83,230.00,5122.82,421.00,2.60
22.83,230.00,5122.22,421.00,2.60
22.83,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.82,230.00,5121.45,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5114.86,421.00,2.60
22.81,230.00,5540.98,600.00,2.60
22.76,230.00,5402.74,600.00,2.60
22.70,230.00,5387.00,600.00,2.60
22.69,230.00,5386.53,600.00,2.60
22.71,230.00,5387.02,600.00,2.60
22.73,230.00,5387.18,600.00,2.60
22.74,230.00,5387.23,600.00,2.60
22.75,230.00,5387.25,600.00,2.60
22.75,230.00,5387.27,600.00,2.60
22.76,230.00,5387.29,600.00,2.60
22.76,230.00,5387.31,600.00,2.60
22.76,230.00,5387.34,600.00,2.60
22.76,230.00,5387.36,600.00,2.60
22.76,230.00,5387.39,600.00,2.60
22.76,230.00,5387.42,600.00,2.60
22.77,230.00,5387.45,600.00,2.60
22.77,230.00,5387.47,600.00,2.60
22.77,230.00,5387.51,600.00,2.60
22.77,230.00,5387.56,600.00,2.60
22.77,230.00,5387.58,600.00,2.60
22.77,230.00,5387.61,600.00,2.60
22.77,230.00,5387.65,600.00,2.60
22.77,230.00,5387.68,600.00,2.60
22.77,230.00,5387.72,600.00,2.60
19.59,208.00,4923.57,600.00,2.60
18.62,208.00,4888.79,600.00,2.60
18.17,208.00,4878.40,600.00,2.60
17.58,208.00,4858.34,600.00,2.60
16.32,208.00,4863.65,600.00,2.60
15.13,208.00,4865.67,600.00,2.60
15.37,208.00,4861.15,600.00,2.60
15.25,208.00,4848.10,600.00,2.60
15.22,208.00,4845.73,600.00,2.60
15.24,208.00,4843.22,600.00,2.60
15.29,208.00,4837.80,600.00,2.60
15.38,208.00,4837.74,600.00,2.60
15.54,208.00,4835.42,600.00,2.60
15.81,208.00,4832.80,600.00,2.60
15.94,208.00,4830.46,600.00,2.60
16.44,208.00,4828.48,600.00,2.60
18.90,208.00,4825.53,600.00,2.60
21.32,208.00,4822.09,600.00,2.60
22.39,208.00,4820.96,600.00,2.60
21.94,208.00,4819.02,600.00,2.60
22.48,208.00,4816.23,600.00,2.60
22.55,208.00,4813.58,600.00,2.60
22.76,208.00,4811.39,600.00,2.60
22.83,208.00,4809.41,600.00,2.60
22.82,208.00,4807.25,600.00,2.60
22.76,208.00,4806.24,600.00,2.60
22.63,208.00,4804.48,600.00,2.60
22.49,208.00,4803.57,600.00,2.60
22.31,208.00,4802.54,600.00,2.60
22.12,208.00,4801.43,600.00,2.60
21.89,208.00,4800.60,600.00,2.60
21.63,208.00,4799.76,600.00,2.60
21.35,208.00,4799.31,600.00,2.60
21.03,208.00,4798.60,600.00,2.60
20.68,208.00,4798.22,600.00,2.60
20.33,208.00,4797.92,600.00,2.60
20.01,208.00,4797.64,600.00,2.60
19.77,208.00,4797.69,600.00,2.60
19.66,208.00,4796.65,600.00,2.60
19.73,208.00,4795.72,600.00,2.60
19.91,208.00,4794.54,600.00,2.60
20.12,208.00,4793.39,600.00,2.60
20.24,208.00,4792.39,600.00,2.60
20.25,208.00,4791.63,600.00,2.60
20.20,208.00,4791.02,600.00,2.60
20.16,208.00,4790.45,600.00,2.60
20.14,208.00,4789.83,600.00,2.60
20.16,208.00,4789.14,600.00,2.60
20.20,208.00,4788.42,600.00,2.60
20.25,208.00,4787.68,600.00,2.60
20.30,208.00,4786.96,600.00,2.60
20.34,208.00,4786.28,600.00,2.60
20.36,208.00,4785.64,600.00,2.60
20.39,208.00,4785.02,600.00,2.60
20.41,208.00,4784.42,600.00,2.60
20.43,208.00,4783.83,600.00,2.60
20.45,208.00,4783.26,600.00,2.60
20.47,208.00,4782.71,600.00,2.60
20.49,208.00,4782.16,600.00,2.60
20.51,208.00,4781.63,600.00,2.60
20.53,208.00,4781.12,600.00,2.60
20.55,208.00,4780.62,600.00,2.60
20.56,208.00,4780.14,600.00,2.60
20.58,208.00,4779.67,600.00,2.60
20.59,208.00,4779.21,600.00,2.60
20.61,208.00,4778.76,600.00,2.60
20.62,208.00,4778.33,600.00,2.60
20.63,208.00,4777.92,600.00,2.60
20.64,208.00,4777.51,600.00,2.60
20.65,208.00,4777.12,600.00,2.60
20.66,208.00,4776.75,600.00,2.60
20.67,208.00,4776.38,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.68,208.00,4772.75,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.65,208.00,4771.11,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.64,208.00,4770.15,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.62,208.00,4769.85,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.60,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.58,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.56,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.54,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.52,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.51,208.00,4770.00,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.49,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.47,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.45,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.44,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.42,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.41,208.00,4776.19,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.40,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.39,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.37,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.36,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.35,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.34,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
20.33,208.00,4779.28,600.00,2.60
